,start_time,end_time,data_source,regressor_name,num_samples,num_skipped,reaction_count_mean,reaction_count_stdev,feature_generator,num_features,error
0,Tue May 23 15:57:17 2017,Tue May 23 15:59:57 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,text_pos,17,0.12800315820559546
0,Tue May 23 14:59:04 2017,Tue May 23 15:01:18 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_emolex,10,0.11395976199131508
0,Tue May 23 16:11:26 2017,Tue May 23 16:12:11 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,title_readability,9,0.13272826235557547
0,Tue May 23 16:27:34 2017,Tue May 23 16:27:43 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,title_pos,16,0.11470033933584894
0,Tue May 23 16:27:35 2017,Tue May 23 16:27:38 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,title_emolex,10,0.11684411494462528
0,Tue May 23 15:29:05 2017,Tue May 23 15:29:12 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,message_emolex,10,0.1173235564040164
0,Tue May 23 16:27:35 2017,Tue May 23 16:27:49 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,title_depechemood,8,0.11474841815602428
0,Tue May 23 14:38:36 2017,Tue May 23 14:51:36 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_readability,9,0.11895143159166426
0,Tue May 23 15:29:05 2017,Tue May 23 15:29:37 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,message_depechemood,8,0.11416540391553925
0,Tue May 23 15:57:15 2017,Tue May 23 15:57:54 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,title_glove,300,0.12277113736165965
0,Tue May 23 15:57:17 2017,Tue May 23 15:58:16 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,message_tfidf_bow_1000,1000,0.12203823189727862
0,Tue May 23 16:27:22 2017,Tue May 23 16:39:39 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_depechemood,8,0.10792707022605252
0,Tue May 23 15:57:16 2017,Tue May 23 15:57:22 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,message_emolex,10,0.13339931753607576
0,Tue May 23 15:57:17 2017,Tue May 23 16:01:03 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,text_glove,300,0.1154015981933716
0,Tue May 23 15:29:05 2017,Tue May 23 15:29:21 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,message_pos,16,0.11642870053963594
0,Tue May 23 15:57:16 2017,Tue May 23 15:58:23 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,title_depechemood,8,0.13371126709319267
0,Tue May 23 15:57:19 2017,Tue May 23 15:58:07 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,message_glove,300,0.12564156540598434
0,Tue May 23 16:27:35 2017,Tue May 23 16:27:52 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,title_readability,9,0.11624420003369518
0,Tue May 23 15:29:05 2017,Tue May 23 15:29:50 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,message_tfidf_bow_1000,1000,0.10926122646117008
0,Tue May 23 15:57:17 2017,Tue May 23 15:58:08 2017,bild+spiegelonline+ihre.sz,Baseline,19921,1656,941.8332947119618,2648.9823406212618,title_tfidf_bow_1000,1000,0.13424741123542924
0,Tue May 23 15:57:15 2017,Tue May 23 15:58:05 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,title_tfidf_bow_1000,1000,0.11810723658286768
