ANGRY,HAHA,LIKE,LOVE,SAD,WOW
0.520182020207,0.0946305226775,0.417937118205,0.0148952026429,0.0321474326691,0.0248666093502
0.058471117712,0.288598904587,0.177356669812,0.0195097443762,0.00698725959446,0.0262741130921
0.0767437835749,0.0230930285492,0.0270835425921,0.00718141296686,0.0121535591384,0.021595066262
0.12480674841,0.0024934180905,0.108232557943,0.00291910528054,0.0139418237501,0.00220667952622
0.145557743276,0.0373898317954,0.360630657716,0.0107212459216,0.14475056031,0.0436537682566
0.202409386082,0.105391135503,0.290935049225,0.0244062936915,0.0201145550412,0.0125737337101
0.00468057236518,0.00638711031689,0.588225684395,0.0279715930628,0.501110810211,0.104018784565
0.0482723938026,0.048129861802,0.0123778198022,0.018891289408,0.0154899013534,0.118405626564
0.4034890992,0.00745183646931,0.357845095308,0.00309752867589,0.0401696567738,0.00982865491128
0.00164793469287,0.0264116632351,0.0922622887272,0.000650749280138,0.100714491507,0.0169622750421
0.0123308293966,0.0494799265995,0.0267671425673,0.0166769198184,0.0139883494097,0.00437834420063
0.343932137851,0.0617090109872,0.32504800021,0.00842058570118,0.0437935760445,0.0074518830029
0.118520396876,0.121698788116,0.235211580378,0.0224144377919,0.177787920107,0.0381876137185
0.0356719955442,0.0316555886695,0.0428947588316,0.0587603996302,0.0208170671396,0.0135105071085
0.383212084306,0.109718906306,0.221700304664,0.0100657593615,0.0345241636321,0.0273344690648
0.171880704346,0.0307037184076,0.143944373285,0.0180184817295,0.0703305858979,0.00632794530104
0.0711798564676,0.0399293920332,0.0665289353256,0.00435658421387,0.0458334558755,0.00310344151346
0.00325600478605,0.0472583146276,0.0191012189652,0.00366252704062,0.121564680503,0.149315253911
0.127124613512,0.0468836240973,0.133065487937,0.00152464554275,0.0323395799703,0.0836394329503
0.00466128940829,0.0701472320565,0.0170385316358,0.0510486837142,0.0608129365663,0.0200145671799
0.0860658329281,0.0221794285874,0.0841866114197,0.00502392629684,0.0129023126045,0.00237396817759
0.0185550038203,0.0924281478226,0.00498609761591,0.0233083823454,0.0341660929744,0.0485225787072
0.032403445458,0.00903782569454,0.0431406326968,0.0107669714933,0.0139765493659,0.00496850792582
0.0621534575404,0.0328032954576,0.0520183650351,0.0122916031284,0.0483507484936,0.0177039636591
0.0453909942534,0.0472005700706,0.0684065953064,0.0595804906048,0.03003265743,0.0053628641572
0.299764014595,0.101914829553,0.318030654592,3.63256304003e-05,0.136473992553,0.0163288486334
0.131995671604,0.0226429902694,0.105046818425,0.00897865508678,0.0435697691919,0.0150007293436
0.0252659837438,0.0282339640746,0.35535477646,0.00174875773391,0.360685544583,0.000614030058851
0.00650452393097,0.0296133629169,0.00854269842836,0.0102103020664,0.0265804945448,0.0152813449359
0.0241871977411,0.0158828185814,0.0613952304074,0.0177237048207,0.0278116291268,0.00755551730013
0.229053835889,0.105218305384,0.127605866379,9.58913220472e-05,0.0187132572531,0.0223877018048
0.524857534173,0.0783705102543,0.378828134949,0.00343141022703,0.0317180613755,0.0325094173669
