,start_time,end_time,data_source,regressor_name,num_samples,num_skipped,reaction_count_mean,reaction_count_stdev,feature_generator,num_features,error
0,Mon May 29 00:23:47 2017,Mon May 29 00:24:20 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,title_glove,300,0.12277113736165965
0,Mon May 29 00:23:47 2017,Mon May 29 00:24:36 2017,bild+spiegelonline+ihre.sz,Ridge,19921,1656,941.8332947119618,2648.9823406212618,title_tfidf_bow_1000,1000,0.11830105276654995
0,Mon May 29 00:23:47 2017,Mon May 29 00:35:34 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,all_bow_and_glove,3900,0.1004093774144876
0,Mon May 29 00:23:47 2017,Mon May 29 00:29:03 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,all_bow,3000,0.09957225806889164
0,Mon May 29 00:23:47 2017,Mon May 29 00:30:20 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,all_glove,900,0.10148709500037073
0,Mon May 29 00:23:47 2017,Mon May 29 00:24:06 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,message_glove,300,0.11030462726635576
0,Mon May 29 00:23:47 2017,Mon May 29 00:24:36 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,message_tfidf_bow_1000,1000,0.1095801328540436
0,Mon May 29 00:23:47 2017,Mon May 29 00:40:08 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_bow_and_text_depechemood,1008,0.09769706826171458
0,Mon May 29 00:23:47 2017,Mon May 29 00:46:48 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_bow_and_text_glove_and_title_bow_and_text_depechemood,2308,0.09764699683829364
0,Mon May 29 00:23:47 2017,Mon May 29 00:34:17 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_bow_and_text_glove_and_title_bow,2300,0.09757034994406236
0,Mon May 29 00:23:47 2017,Mon May 29 00:33:48 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_bow_and_text_glove,1300,0.09697162561907502
0,Mon May 29 00:23:47 2017,Mon May 29 00:36:16 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_depechemood,8,0.10792707022605252
0,Mon May 29 00:23:49 2017,Mon May 29 00:29:53 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_glove,300,0.10183471477403812
0,Mon May 29 00:23:53 2017,Mon May 29 00:28:28 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,text_tfidf_bow_1000,1000,0.09778881625487428
0,Mon May 29 00:23:49 2017,Mon May 29 00:23:59 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,title_glove,300,0.10820825853492567
0,Mon May 29 00:23:47 2017,Mon May 29 00:24:22 2017,foxnews+nytimes+theguardian,Ridge,14582,309,5573.97622725136,16507.198274998085,title_tfidf_bow_1000,1000,0.10647318685087234
0,Tue May 23 15:57:16 2017,Tue May 23 15:57:48 2017,foxnews+nytimes+theguardian,Baseline,14582,309,5573.97622725136,16507.198274998085,title_tfidf_bow_1000,1000,0.1182658707235916
0,Tue May 23 15:57:17 2017,Tue May 23 15:58:08 2017,bild+spiegelonline+ihre.sz,Baseline,19921,1656,941.8332947119618,2648.9823406212618,title_tfidf_bow_1000,1000,0.13424741123542924
